track_id,danceability,energy,valence,acousticness,instrumentalness,liveness,speechiness,tempo,key,mode,loudness,time_signature
5oLyUnHXzkgBzcEr73hiaC,0.56,0.475,0.308,0.718,2.18e-05,0.0994,0.173,84.899,8.0,1.0,-9.05,4.0
5D2NYyN0w00pzJbUGTLOwx,0.621,0.884,0.798,0.000143,7.38e-06,0.113,0.0522,112.053,4.0,1.0,-5.534,4.0
0lFsdfJay6AM4m23hJYGEG,0.557,0.581,0.46,0.338,0.00502,0.288,0.239,141.082,0.0,0.0,-6.481,4.0
4nBzre6D0UrQFj1s8z45e1,0.562,0.767,0.526,0.234,0.00817,0.0828,0.0474,184.363,5.0,1.0,-8.025,4.0
3O2BmoiQEioFx43ta2etW8,0.511,0.861,0.93,0.00188,0.139,0.352,0.0482,156.651,4.0,1.0,-5.109,4.0
5OQGeJ1ceykovrykZsGhqL,0.607,0.82,0.768,0.0541,6.8e-05,0.269,0.0597,126.988,11.0,1.0,-7.754,4.0
1eUtfbmI6Qq7Oj6okQ2ktT,0.356,0.261,0.279,0.689,0.0,0.112,0.0315,128.551,2.0,1.0,-14.963,3.0
0Q0IVlqMV64kNLlwjPj0Hl,0.765,0.289,0.501,0.0268,1.77e-06,0.562,0.147,92.413,4.0,0.0,-17.125,4.0
23oxJmDc1V9uLUSmN2LIvx,0.486,0.904,0.786,3.43e-05,2.83e-05,0.0947,0.0638,173.734,6.0,0.0,-3.751,4.0
1mCsF9Tw4AkIZOjvZbZZdT,0.917,0.588,0.828,0.195,0.0,0.0914,0.0607,110.077,10.0,1.0,-11.047,4.0
5yMnj6Shf9diZ3wScLL7rk,0.63,0.626,0.82,0.0171,0.0334,0.123,0.0257,132.648,5.0,0.0,-8.416,4.0
3xqF04FdMK7gpIPG3SPFpY,0.657,0.885,0.869,0.0168,0.0,0.147,0.0344,105.011,2.0,1.0,-4.695,4.0
71IEKZtnuNR9W0Sl2CsvZU,0.822,0.577,0.496,0.264,0.0,0.265,0.0693,110.005,5.0,1.0,-6.449,4.0
1cNpxHxZHmZDG8JT981yHf,0.667,0.704,0.408,0.511,0.0,0.113,0.0382,94.951,7.0,1.0,-5.393,4.0
14Hbdta0RRZnKqecZ7Picc,0.606,0.977,0.809,0.0206,0.5,0.179,0.06,109.41,1.0,1.0,-3.642,4.0
5hRXW7bDPwj08jTI74N3gg,0.744,0.67,0.856,0.0831,0.0,0.184,0.0298,119.706,5.0,1.0,-5.305,4.0
70V9otkdkxxiRjrdiHk6CO,0.582,0.5,0.971,0.636,9.71e-06,0.134,0.0459,160.414,2.0,1.0,-11.647,4.0
1LIbTjMdFP15jIXGkcICSU,0.661,0.589,0.603,0.637,0.863,0.111,0.0368,129.987,5.0,1.0,-11.217,4.0
7IX2e7pEShera9T1QIMvi7,0.613,0.289,0.553,0.743,1.57e-06,0.0617,0.0305,144.188,8.0,1.0,-16.529,4.0
2W2vmNmTLERMWT9XBxm35E,0.719,0.631,0.456,0.0235,0.702,0.0686,0.0451,80.127,6.0,1.0,-7.411,4.0
4MZEZz8MqVgvIMXU6AVP22,0.531,0.948,0.498,0.006,0.0117,0.694,0.0568,136.891,9.0,1.0,-5.438,4.0
64VKnOE7xkcDBlShRUpJgd,0.819,0.67,0.664,0.0404,1.18e-06,0.0828,0.0421,103.989,2.0,1.0,-8.509,4.0
69RH84na5iUNwrwxpgjC5j,0.567,0.49,0.847,0.79,1.42e-05,0.0919,0.0414,134.923,0.0,1.0,-10.867,4.0
0qdQUeKVyevrbKhAo0ibxS,0.537,0.701,0.583,0.0972,0.0,0.0832,0.0335,120.919,1.0,0.0,-8.913,4.0
600oiqLkQIJ85HvQGIQWvO,0.521,0.746,0.15,0.0486,0.0,0.236,0.0349,132.014,5.0,1.0,-3.421,4.0
18uwL0vNUanqZH0ro2QcOP,0.796,0.178,0.608,0.607,0.0,0.623,0.0572,93.976,0.0,1.0,-11.991,4.0
3BG0FJ4wvsHCj1otsNV890,0.786,0.372,0.685,0.19,5.9e-06,0.129,0.0536,102.237,8.0,1.0,-17.765,4.0
2LKVqj0hkZsqQTOuWypM1c,0.635,0.874,0.939,0.317,0.0582,0.243,0.0402,138.456,2.0,0.0,-5.047,4.0
3lLT0h6gDFeg9JvqxCAYIz,0.575,0.823,0.316,0.0303,0.0,0.104,0.0332,130.008,9.0,0.0,-3.789,4.0
1wYJnu1hMrYMNrkXKTVrYd,0.718,0.691,0.552,0.0159,0.0,0.0627,0.0387,100.008,4.0,1.0,-6.44,4.0
20QOF5xJItVcHSwCv6CVqz,0.444,0.552,0.805,0.676,0.957,0.165,0.0354,152.575,9.0,0.0,-16.059,4.0
49OMJ1prsRA7ZYgrAjz70c,0.632,0.683,0.701,0.163,0.00013,0.847,0.0385,105.959,7.0,1.0,-6.434,4.0
1WCEAGGRD066z2Q89ObXTq,0.601,0.713,0.464,0.0282,0.0,0.158,0.0449,122.872,4.0,0.0,-3.758,4.0
3hRZsdTF5uyGA2uhNqEuhm,0.517,0.552,0.196,0.375,0.0,0.106,0.039,153.747,0.0,1.0,-6.401,4.0
5OpWx8oLKJmeMy1jJrKPgm,0.718,0.798,0.816,0.00447,0.00629,0.064,0.0584,100.031,7.0,1.0,-4.309,4.0
5Lm8wha7kmEuqyjJ237HNM,0.572,0.913,0.724,0.018,0.0,0.293,0.0425,79.986,9.0,1.0,-3.626,4.0
3hYctzBStAGPRvahcZmJJF,0.608,0.531,0.328,0.534,7.17e-06,0.183,0.028,110.092,0.0,1.0,-9.549,4.0
5CcXy074xYUoCwgACUTqnQ,0.66,0.939,0.946,0.125,0.0,0.207,0.0338,122.337,9.0,0.0,-10.309,4.0
7FgmnYKW9O87uvMoE2ouTF,0.792,0.849,0.829,0.0111,0.00146,0.0348,0.0425,109.956,11.0,1.0,-4.285,4.0
3Fho4rc2dQpS2drA4Y37v2,0.662,0.735,0.622,0.00529,9.08e-05,0.103,0.21,173.031,11.0,0.0,-4.866,4.0
45wUMTmDCuH8VOqG7rDmrH,0.429,0.793,0.24,0.0693,0.0,0.108,0.0353,72.985,2.0,1.0,-3.932,4.0
61uXORSNIY7p03t5V7DH7z,0.712,0.898,0.961,0.0485,7.76e-06,0.148,0.0336,124.409,4.0,1.0,-4.893,4.0
7gHs73wELdeycvS48JfIos,0.589,0.651,0.166,0.0291,3.2e-06,0.111,0.0306,90.011,6.0,1.0,-5.097,4.0
6xXEw4y39shgIp6pacKQFH,0.881,0.887,0.654,0.0114,0.663,0.0365,0.114,124.81,1.0,1.0,-4.922,4.0
3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,0.648,0.0462,2.29e-05,0.0602,0.141,169.977,4.0,0.0,-5.677,4.0
4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,0.843,0.0916,0.00211,0.0562,0.0393,117.399,7.0,0.0,-7.275,4.0
107Vckb6BgV7NI36jxWQJM,0.679,0.441,0.566,0.718,0.0,0.22,0.0293,118.444,0.0,1.0,-8.441,3.0
50xwQXPtfNZFKFeZ0XePWc,0.604,0.549,0.696,0.531,0.0,0.438,0.0389,111.398,1.0,1.0,-9.873,4.0
09cipkVDxpgmbgG9HCLYjq,0.677,0.584,0.868,0.0702,6.89e-06,0.279,0.0477,178.141,6.0,1.0,-8.741,4.0
69fhPAXxcjeqs30l5D9oAe,0.633,0.716,0.571,0.058,0.0,0.286,0.057,93.252,11.0,1.0,-7.915,4.0
4LqWvDlHtl4Kq4rCZ2mrjV,0.759,0.795,0.877,0.0356,1.12e-05,0.0678,0.062,130.803,3.0,1.0,-8.713,4.0
6YZAeEUhofehAg6wwJZl5i,0.634,0.492,0.881,0.143,4.22e-05,0.16,0.0284,97.02,5.0,1.0,-10.188,4.0
6X4JeTWCuKEzKOEHXDtyBo,0.777,0.7,0.802,0.235,8.02e-06,0.836,0.0869,122.941,1.0,1.0,-11.046,4.0
5VDYXJibFojigwpRRCb19m,0.492,0.247,0.414,0.711,2.98e-05,0.229,0.0239,84.438,10.0,1.0,-10.502,4.0
70GBaX1u4KfwpmXo3b51v4,0.685,0.541,0.297,0.144,0.0,0.106,0.0475,140.039,9.0,1.0,-9.805,4.0
1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,0.942,0.0708,0.00545,0.127,0.0613,123.118,2.0,1.0,-8.123,4.0
7boKWlaNVmrhJdX8IbzUdD,0.551,0.416,0.255,0.648,2.26e-06,0.312,0.0274,72.174,4.0,1.0,-7.94,4.0
1CuzzAbJ4q28V5JOLCzQVp,0.605,0.795,0.263,0.00153,0.0,0.207,0.0711,139.897,11.0,0.0,-6.086,4.0
1t3DYiDB0hcz5fFtx3jpYh,0.351,0.452,0.466,0.366,1.73e-05,0.113,0.0258,81.565,11.0,1.0,-7.646,4.0
6BqMDVtK5cVWuCHxSoBVdg,0.419,0.922,0.546,0.00136,0.0,0.11,0.0694,146.347,7.0,1.0,-4.583,4.0
42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,0.195,0.00841,0.00366,0.341,0.0346,126.602,2.0,1.0,-5.83,4.0
4TFLUXjdQOSK0vyLZ510LT,0.745,0.883,0.626,0.0955,5.63e-06,0.394,0.072,129.357,8.0,1.0,-7.191,4.0
2TeiKDPE3RdamZG0pp5okI,0.494,0.672,0.557,0.0273,0.0,0.105,0.0405,156.208,3.0,1.0,-4.877,4.0
244AvzGQ4Ksa5637JQu5Gy,0.574,0.694,0.401,0.00481,0.0,0.102,0.0327,109.85,6.0,1.0,-4.697,4.0
2tn9zXqIZJbgL1swqwOktz,0.622,0.884,0.561,0.0403,0.371,0.282,0.0467,109.722,1.0,1.0,-6.715,4.0
2lE7oRoKssULAtbWViL385,0.657,0.655,0.668,0.135,0.00303,0.102,0.0248,92.259,0.0,1.0,-8.3,4.0
5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,0.247,0.36,0.00046,0.24,0.0291,140.054,8.0,1.0,-9.072,4.0
6nvsIcUyV7Td6J6qrdieOe,0.252,0.536,0.0395,0.298,0.0,0.102,0.037,186.329,2.0,1.0,-8.662,4.0
2qqv9YS09PRXeLc07jFm0B,0.381,0.688,0.405,4.61e-05,0.045,0.0847,0.0397,91.362,1.0,1.0,-6.952,4.0
5qRhDFx1Om4yu6UQv0WKLh,0.531,0.949,0.708,0.284,0.00129,0.319,0.122,167.768,4.0,1.0,-5.217,4.0
0x4GHzCjY5MGQ960CHnVHz,0.538,0.809,0.278,0.00136,0.0,0.406,0.0505,120.004,7.0,0.0,-6.017,4.0
3fMs6BwLCmoqq47IIOpHvi,0.542,0.813,0.268,0.00563,2.26e-06,0.113,0.033,120.734,5.0,1.0,-3.764,4.0
7ngEMpkZuzG2o3tDGbUpJl,0.441,0.397,0.463,0.2,0.0102,0.0595,0.0337,94.021,9.0,1.0,-11.124,4.0
3eHopQk0VWyMbX13UdcRdO,0.744,0.783,0.885,0.0553,0.0,0.086,0.0337,120.042,1.0,1.0,-7.077,4.0
4EU30QTeXezhyhmnRSMmZW,0.431,0.693,0.696,0.353,0.00078,0.0448,0.0391,180.416,5.0,1.0,-8.354,4.0
4MAxWahEbzU8m4bD6mSZg9,0.665,0.629,0.856,0.0381,1.84e-05,0.0637,0.0441,124.265,8.0,1.0,-12.852,4.0
6MpEfJa8O9EXQphoFTIeJY,0.82,0.875,0.918,0.0215,3.77e-06,0.0622,0.11,127.994,4.0,0.0,-4.383,4.0
3lgqsGWU3sYio7ekXqL9sq,0.658,0.67,0.846,0.0175,0.0235,0.0867,0.0315,97.93,4.0,1.0,-10.092,4.0
4FXdIM78OBdw7KIY2jeM8D,0.555,0.926,0.771,0.0484,7.67e-06,0.171,0.0363,138.017,7.0,1.0,-3.613,4.0
3JLCBkWHjFNDBuUf0qfOkJ,0.59,0.77,0.347,0.02,1.26e-05,0.0976,0.0345,104.115,0.0,0.0,-7.363,4.0
4Hr1kHiUpbM7xrrxp64hHf,0.512,0.908,0.482,0.00849,0.0,0.33,0.0481,127.953,0.0,0.0,-3.788,4.0
0zgxPpepVRLg7tsADfboLt,0.7,0.529,0.386,0.0422,0.0,0.101,0.0395,143.555,10.0,0.0,-6.816,4.0
5EqQMKUPY0urqvM7oUJohu,0.511,0.787,0.654,0.404,0.0,0.408,0.371,207.966,5.0,0.0,-9.11,4.0
1Xi84slp6FryDSCbzq4UCD,0.459,0.331,0.271,0.817,0.00104,0.135,0.0421,72.023,9.0,0.0,-12.603,3.0
4oC5fewy8XZsJM6ZQRwR2y,0.668,0.96,0.765,0.0253,0.0171,0.0773,0.0363,130.598,4.0,1.0,-6.513,4.0
5t3oszlshIPTzpAwcCMqgw,0.597,0.945,0.939,0.018,0.0,0.0654,0.0497,147.908,6.0,1.0,-3.845,4.0
592nTDJAy8AucV4KKIDCmA,0.468,0.924,0.593,0.00112,0.0149,0.337,0.041,152.694,9.0,1.0,-3.937,4.0
2meEiZKWkiN28gITzFwQo5,0.623,0.734,0.37,0.0162,1.75e-06,0.145,0.107,107.853,9.0,1.0,-5.948,4.0
1lHtE5JDCas1EwXhQIMOIj,0.447,0.668,0.0695,0.0127,0.0,0.152,0.0294,82.904,4.0,1.0,-4.683,4.0
2V73TUbn12fdxAWYPIo0be,0.772,0.936,0.642,0.0218,0.0119,0.304,0.0563,124.973,1.0,1.0,-4.99,4.0
2YOuBWIyHgyvHnLMpjzBf2,0.694,0.977,0.333,0.0115,0.1,0.0916,0.0734,132.994,4.0,1.0,-4.553,4.0
6S8ZXzeXsfCj8qi9179McI,0.519,0.737,0.668,0.645,1.77e-06,0.271,0.0437,82.999,10.0,1.0,-8.7,4.0
5FUrkyvMhS4RgJJMTNyOzY,0.389,0.951,0.354,0.00186,0.0821,0.494,0.168,185.962,0.0,1.0,-3.852,4.0
4vziJcnB2Qyi9o4nIRUeN7,0.447,0.605,0.307,0.227,5.4e-05,0.315,0.0291,87.191,9.0,0.0,-4.71,4.0
6pIpG5tY6fbCtRDoMA7LLS,0.662,0.785,0.604,0.16,0.0,0.0784,0.186,89.885,9.0,1.0,-5.299,4.0
60C8zGPTdAAmDshHnMuyfc,0.537,0.716,0.452,0.0192,0.0,0.245,0.038,122.873,2.0,1.0,-8.766,4.0
10kcfnWl3qEaKJNGP28AKy,0.587,0.813,0.551,0.0282,0.0,0.398,0.0483,99.935,8.0,1.0,-3.201,4.0
3lPr8ghNDBLc2uZovNyLs9,0.668,0.921,0.782,0.0492,0.00517,0.0877,0.0439,120.0,7.0,1.0,-3.727,4.0
6nek1Nin9q48AVZcWs9e9D,0.449,0.585,0.212,0.0509,8.75e-05,0.0833,0.0268,139.631,5.0,1.0,-6.761,4.0
5cQscm1d6XOrBTnm32NXRE,0.742,0.904,0.322,0.301,0.000919,0.0928,0.0939,122.093,0.0,0.0,-4.603,4.0
76709jfVPvKWp7ChPQjCk7,0.452,0.755,0.508,0.113,0.0,0.151,0.0747,122.501,2.0,1.0,-8.344,4.0
1tMi57U5Nkk6qRZSNwbzQr,0.706,0.538,0.816,0.526,0.14,0.388,0.0406,104.9,9.0,1.0,-9.188,4.0
2eJnuWeovO5DBmPgGo6MEw,0.523,0.776,0.524,0.00408,0.000655,0.111,0.175,126.42,4.0,1.0,-6.592,4.0
5M9jOReAKGZ2AttVefFjTY,0.575,0.831,0.377,0.00406,0.000449,0.111,0.0356,127.991,0.0,1.0,-5.972,4.0
0vu0DKEy77Me6DgiHD2TYl,0.81,0.795,0.831,0.101,0.0,0.0564,0.0591,101.051,11.0,0.0,-4.485,4.0
3FtYbEfBqAlGO46NUDQSAt,0.763,0.803,0.561,0.0709,0.285,0.348,0.0351,103.04,1.0,1.0,-3.713,3.0
0ydftCuqBxNoFTx3BVtEc2,0.579,0.866,0.568,0.0513,0.0,0.259,0.0331,126.083,0.0,1.0,-6.345,3.0
07AjyDeE85pDr4Dj8BzgWB,0.586,0.781,0.755,0.0142,0.00105,0.0673,0.235,80.753,11.0,0.0,-10.052,4.0
18HpAFKulQo3RzTvNxaFIe,0.517,0.634,0.876,0.0586,1.16e-06,0.303,0.096,146.149,9.0,1.0,-12.302,4.0
38TXeCvUUqf3PeoPvnERV6,0.591,0.931,0.672,0.0215,0.0,0.122,0.0557,101.548,2.0,0.0,-4.84,4.0
09ktDKfoIaTmPbDMIJycYp,0.743,0.659,0.804,0.0998,0.00028,0.0622,0.0343,114.033,10.0,1.0,-6.755,4.0
3WimzuWXQt4bnd4jcv0Gov,0.754,0.724,0.954,0.0158,0.000405,0.0611,0.0656,128.925,9.0,0.0,-6.058,4.0
4RhKJtUfmeONyohbtIDrSA,0.67,0.476,0.548,0.0775,0.0,0.147,0.0301,120.33,5.0,0.0,-11.551,4.0
17yReVjsDb7Hlvjqz6jhDm,0.435,0.887,0.463,0.0089,0.0,0.161,0.0846,154.451,0.0,0.0,-3.934,4.0
0APYlBDN2CGNzXzKbzYlE7,0.546,0.839,0.491,0.00546,0.0,0.382,0.0784,77.009,6.0,0.0,-5.365,4.0
45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,0.254,0.21,0.000131,0.131,0.0557,139.863,4.0,0.0,-5.257,4.0
5viJfHHj5qnP55zoEWMh97,0.727,0.621,0.565,0.212,0.0,0.114,0.0555,94.958,4.0,0.0,-4.784,4.0
7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0.169,0.907,0.183,0.0935,0.0252,75.752,0.0,1.0,-12.358,4.0
6imJcLXGERlMIB6dCLUwII,0.66,0.623,0.564,0.00111,0.000399,0.127,0.0421,88.683,7.0,1.0,-6.321,4.0
7yFXSCTzGmwR8AYbCxmtiS,0.654,0.96,0.522,0.0511,0.0,0.2,0.0838,130.007,1.0,0.0,-2.604,4.0
7clUVcSOtkNWa58Gw5RfD4,0.514,0.898,0.353,0.00488,0.0345,0.0746,0.0577,123.067,11.0,0.0,-6.765,4.0
7G4wLX9IWwefQmwru87qB1,0.561,0.487,0.152,0.525,0.0,0.0867,0.0338,119.856,0.0,0.0,-7.594,4.0
5ouMGeOtmeHUfneTwgjNWC,0.621,0.429,0.861,0.165,0.000155,0.0565,0.0296,110.413,10.0,1.0,-14.69,4.0
0XoTz3HTFkhyji6BHGkjNF,0.694,0.541,0.862,0.394,1.26e-05,0.0525,0.0288,125.012,11.0,1.0,-7.91,4.0
29l9kMr8pFN3Fk2NpvGOb2,0.912,0.716,0.377,0.0904,0.0,0.0491,0.0698,94.981,10.0,0.0,-4.141,4.0
3stnrhzN0lzZFskbaZ5sEw,0.734,0.668,0.651,0.0526,0.0,0.0925,0.0349,99.971,0.0,0.0,-3.935,4.0
6LsAAHotRLMOHfCsSfYCsz,0.69,0.809,0.864,0.524,0.0,0.147,0.0603,123.912,2.0,1.0,-4.198,4.0
3a1eJRucXOtKZxNx5BVXMt,0.276,0.715,0.173,0.00552,0.000417,0.201,0.0432,137.028,0.0,1.0,-5.356,4.0
1FK2eVZehS2SzBjwrsQCI5,0.53,0.402,0.915,0.681,0.964,0.283,0.0338,166.266,5.0,0.0,-14.117,4.0
4sUlsy0tPv9n5nqrqeA0lE,0.435,0.444,0.734,0.159,0.000697,0.457,0.0336,103.817,0.0,1.0,-12.816,4.0
4dHRp03oxqJQfjGU8ECo7v,0.841,0.558,0.746,0.255,6.5e-06,0.0955,0.246,99.959,2.0,0.0,-8.519,4.0
2hvOsGJc6qll4WzW8Ljqc3,0.751,0.703,0.907,0.368,0.00123,0.196,0.0287,97.931,9.0,1.0,-5.687,4.0
69ll8sfAt0jH2978X8lI56,0.725,0.729,0.542,0.0226,0.000572,0.363,0.0283,128.048,6.0,0.0,-8.239,4.0
3Pnhzf3Knhdsavx0VM2ZmG,0.654,0.81,0.661,0.00719,0.00251,0.165,0.0288,114.623,4.0,0.0,-6.26,4.0
0Oa9Qtd0FuhcmLi3sWTF9F,0.796,0.908,0.962,0.553,0.0,0.04,0.0326,121.975,5.0,0.0,-3.523,4.0
3JjY2L2bqql54j1SjnjQ23,0.541,0.904,0.833,0.0423,0.0,0.0589,0.0404,121.386,1.0,1.0,-6.384,4.0
0wWXcZlRjfetNmJwcfGN5I,0.457,0.936,0.47,9.31e-05,0.161,0.234,0.0474,100.98,2.0,1.0,-3.238,3.0
5Ug4FDeNl30GHSATrz0shq,0.652,0.766,0.774,0.16,0.0,0.23,0.03,135.689,2.0,0.0,-8.556,4.0
4ECNtOnqzxutZkXP4TE3n3,0.451,0.962,0.376,0.0187,3.19e-06,0.277,0.0739,131.438,0.0,1.0,-3.947,4.0
7GCNh1ibQiae8aimaEUOFq,0.526,0.52,0.675,0.202,0.000329,0.156,0.0296,118.404,5.0,1.0,-8.918,4.0
2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,0.349,0.407,0.0,0.107,0.0342,119.964,5.0,1.0,-6.262,4.0
5ulWFlVXWeO0Afqf2dyHnY,0.501,0.933,0.171,0.000595,0.00561,0.256,0.0397,139.978,6.0,0.0,-4.611,4.0
38MbUy2C0FLv6exayPlImu,0.657,0.892,0.537,0.0025,0.00871,0.124,0.0416,123.997,7.0,1.0,-5.127,4.0
3TK5wUTKTBJZ8GqhedjTtv,0.709,0.79,0.847,0.0531,0.000304,0.167,0.0714,124.355,9.0,1.0,-9.435,4.0
6FdbXoRiZ5wH8x3vf7s9Xh,0.753,0.649,0.493,0.0583,0.00619,0.147,0.0357,112.026,3.0,0.0,-7.731,4.0
0r4IWIanmyhOueD888Ztwf,0.396,0.814,0.802,0.00866,0.0,0.0646,0.075,189.073,1.0,1.0,-6.508,4.0
7nx6bmfojpAW4SCwoZM13B,0.726,0.809,0.552,0.559,0.00029,0.845,0.0541,102.123,7.0,1.0,-12.356,4.0
6PgVDY8GTkxF3GmhVGPzoB,0.803,0.338,0.912,0.196,0.038,0.097,0.0349,106.841,6.0,1.0,-14.029,4.0
52gqeRlrBE7hqMlRxEsi6y,0.874,0.768,0.636,0.0554,0.0,0.041,0.311,106.095,6.0,1.0,-4.086,4.0
4Pu19svfyXFrCCWcGKLc0W,0.733,0.903,0.915,0.000923,0.261,0.363,0.0933,127.537,11.0,0.0,-4.855,4.0
6XOINCZBv8Q7RXgNNiTwIN,0.619,0.781,0.533,0.0243,0.000286,0.402,0.0393,126.267,5.0,0.0,-7.455,4.0
7GfKD5B7fVAzUgDvqAIbSL,0.524,0.806,0.45,0.197,0.0,0.101,0.406,115.172,1.0,0.0,-3.447,4.0
4CU6WHrOTupJ6XgeYAAeCO,0.665,0.699,0.785,0.372,0.000151,0.146,0.0302,112.623,0.0,1.0,-7.875,4.0
7oGZAicScQt96OAW4AruYy,0.775,0.68,0.656,0.00906,0.0,0.109,0.0629,114.025,0.0,0.0,-5.508,4.0
07PIhdmyYIw8dMeDMsx9FU,0.258,0.289,0.246,0.14,0.0,0.162,0.0285,80.182,2.0,1.0,-10.491,4.0
6XysrR8vcCDIXVRfqylrbc,0.486,0.552,0.896,0.468,1.54e-06,0.416,0.0334,89.574,6.0,1.0,-9.52,4.0
1jqLJBQwo7yBCqYQWukLkq,0.866,0.788,0.752,0.25,1.97e-05,0.342,0.278,158.412,2.0,1.0,-8.188,4.0
41c0FBsKGWXqAnQC3ifyzw,0.623,0.721,0.782,0.302,0.000122,0.0838,0.0276,101.431,0.0,0.0,-10.52,4.0
1XsFwPxVyhouqW6Qu71Ygm,0.451,0.656,0.308,0.168,3.04e-06,0.106,0.0352,171.477,7.0,1.0,-7.178,4.0
6BoueSxgJU2heOvYVDTBuk,0.573,0.431,0.28,0.613,0.0,0.27,0.0362,81.013,8.0,1.0,-9.431,4.0
72AO8u6lcjKp0CBeaPZT8I,0.565,0.764,0.686,0.0139,0.00488,0.079,0.0351,100.891,1.0,1.0,-9.43,4.0
6fh6lGvzuQibcFUB076WIR,0.702,0.495,0.817,0.365,8.34e-06,0.124,0.0608,147.914,1.0,1.0,-8.73,4.0
1PTqbs9FV8hSJCS7OOF5OC,0.713,0.552,0.424,0.0298,0.0,0.0879,0.0499,95.961,8.0,1.0,-6.526,4.0
1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,0.483,0.693,0.0,0.0863,0.0523,99.269,10.0,1.0,-7.444,4.0
0fIOacVe000P5pNhaKQlQw,0.785,0.674,0.848,0.208,0.0,0.284,0.043,106.058,7.0,1.0,-3.936,4.0
4aqVJ566auHqnlpwSiYE5N,0.528,0.305,0.549,0.837,3.03e-06,0.113,0.0301,117.828,4.0,1.0,-11.671,4.0
1Up0tMGTc3FKasn7WMrioE,0.58,0.776,0.866,0.102,0.000213,0.183,0.0273,80.54,6.0,0.0,-6.965,4.0
59SHL9A7Tw7yYLWf2MSKRt,0.688,0.709,0.774,0.00326,2.08e-05,0.0582,0.0375,124.988,4.0,0.0,-3.902,4.0
02c4wpeXlXxT7Cekkz3kP3,0.714,0.531,0.48,0.0207,0.0,0.171,0.0484,101.004,0.0,1.0,-8.023,4.0
4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,0.777,0.0969,3.12e-05,0.0848,0.0432,100.041,3.0,0.0,-4.432,4.0
2K62UFcN2wQpmTaJvrtZZS,0.817,0.993,0.771,0.385,2.85e-05,0.664,0.0661,128.007,7.0,0.0,-6.806,4.0
0HnaqUxvHP5LaWdmWwJpiS,0.675,0.792,0.395,0.145,0.0,0.12,0.0368,120.016,1.0,1.0,-6.303,4.0
0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0.873,0.107,0.0,0.0645,0.0721,94.01,0.0,1.0,-5.883,4.0
43NhiKnrtGqztxDqXrcUux,0.514,0.771,0.359,0.039,0.0,0.262,0.0364,136.058,0.0,1.0,-5.756,4.0
0JyCzNOLbG1oQ93lQpHQ0s,0.536,0.715,0.414,0.009,0.0,0.497,0.0391,92.111,9.0,0.0,-6.433,4.0
6ThZMk79exIUyB7JIbbOH9,0.801,0.985,0.72,0.0205,6.86e-06,0.297,0.0647,127.99,7.0,1.0,-2.69,4.0
18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,0.44,0.914,2.32e-05,0.0605,0.0509,174.874,2.0,1.0,-20.567,4.0
0c1gHntWjKD7QShC8s99sq,0.39,0.649,0.144,0.172,0.0,0.216,0.0345,121.16,2.0,1.0,-5.163,4.0
2sXf2JdbB2GlNju00kw9WE,0.708,0.598,0.698,0.037,0.0,0.17,0.0291,112.027,5.0,1.0,-8.365,4.0
5L2l7mI8J1USMzhsmdjat9,0.654,0.83,0.548,0.000629,1.13e-06,0.121,0.0366,124.989,10.0,1.0,-4.801,4.0
3PPVHus0QPb4EzHZxAuqsu,0.55,0.934,0.793,0.231,0.197,0.289,0.0885,81.538,4.0,1.0,-7.876,4.0
40F02fgjd0EIKY5wZsICKQ,0.787,0.426,0.67,0.772,0.0,0.101,0.187,128.914,2.0,1.0,-12.589,4.0
0QsvXIfqM0zZoerQfsI9lm,0.542,0.859,0.403,0.16,0.00466,0.137,0.197,159.797,11.0,1.0,-5.651,4.0
5vlzH0ps6WDyb158oFTAb3,0.639,0.968,0.382,0.0218,0.00166,0.335,0.0545,126.0,8.0,1.0,-2.482,4.0
0PxcoUrgHYxueN01gfbif5,0.603,0.782,0.251,0.00553,1.84e-06,0.0774,0.0311,93.984,1.0,1.0,-6.356,4.0
5JZcX7TTLx4l0xFIXJ3DBt,0.403,0.956,0.561,0.017,7.09e-05,0.0893,0.0732,157.706,6.0,1.0,-7.376,4.0
5vr75xhVxVlqPW18AgHqhA,0.388,0.874,0.635,0.0236,0.000413,0.119,0.074,136.154,2.0,1.0,-8.241,4.0
0zaP22tOgK5voZkTivyPe6,0.658,0.817,0.81,0.0936,0.000151,0.333,0.0315,118.959,0.0,1.0,-8.921,4.0
3TwtrR1yNLY1PMPsrGQpOp,0.382,0.416,0.125,0.0733,0.0,0.0719,0.0302,102.089,0.0,1.0,-9.303,4.0
